rowID,NewID,Group,Family,Genus,Species,subsp/var/f/hybrid,subsp. Name,Cleaned family,Cleaned genus,Cleaned species,Cleaned binomial,Phylocom,Plant organ,Developmental stage,Growth form,Natural / Greenhouse,"Mega-, meso-, micro-, nanophanerophyte",Height max (m),Height actual (m),P50 (MPa),P12 (MPa),P88 (MPa),P88-P12,Slope,Curve,Equation,P50 method,Ks (kg m-1 MPa-1 s-1),KL (kg m-1 MPa-1 s-1),?p min predawn (MPa),?p min midday (MPa),Huber value,Sapwood capacitance  (kg m-3 MPa-1),Av. tracheid length (?m),Av. vessel length (cm),Max vessel length (cm),Av. conduit diameter (?m),dh mean hydraulic diameter (?m),Conduit density per mm2,Vulnerability index sensu Carlquist (vessel diamter / vessel frequency),Vessel grouping index,Ac (intervessel contact fraction),Interconduit pit size (?m),Outer pit aperture diameter (?m),Aperture/pit size,Pit membrane thickness (nm),Torus diameter (?m),Torus/aperture,Torus thickness (nm),Vestures,Fp (pit fraction),Ap (interconduit pit (membrane) area mm2),Porosity,Perforation plates,Ground tissue,Vasicentric tracheids,Vessel groupings,MOR,EI,MOE,t (interconduit cell wall thickness; ?m),(t/b)2,? (g/cm3),SLA (cm2 g-1),Total stomata density,Stomatal index,Gs (mol m-2 s-1),Phenology,Phenology2,Amax (micromol/m2/s),?13C,TLP (MPa),Location,Country,Latitude,Longitude,Provenance Latitude,Provenance Longitude,Altitude (m),Altitude provenance (m),"MAP (mean annual precipitation, mm)","MAT (mean annual temperature,  C°)",Evapotranspiration,De Martonne's aridity index (= P/T+10),Biome,Reference,Contributor name,Notes,ELEVsource (m),Site,LATnew,LONnew,Country,site name,Location,ELEVbest,MATbest,PPTbest,RHav,SUNav,FRSsum,MATjan,MATfeb,MATmar,MATapr,MATmay,MATjun,MATjul,MATaug,MATsep,MAToct,MATnov,MATdec,PPTjan,PPTfeb,PPTmar,PPTapr,PPTmay,PPTjun,PPTjul,PPTaug,PPTsep,PPToct,PPTnov,PPTdec,RHjan,RHfeb,RHmar,RHapr,RHmay,RHjun,RHjul,RHaug,RHsep,RHoct,RHnov,RHdec,SUNjan,SUNfeb,SUNmar,SUNapr,SUNmay,SUNjun,SUNjul,SUNaug,SUNsep,SUNoct,SUNnov,SUNdec,FRSjan,FRSfeb,FRSmar,FRSapr,FRSmay,FRSjun,FRSjul,FRSaug,FRSsep,FRSoct,FRSnov,FRSdec,ELEVsource (m),ELEVcru,ELEVwc,PPTsource (mm),PPTcru,PPTwc,MATsource (C°),MATcru,MATwc,MATcalc,redone,Ref_latCRU,Ref_lonCRU,LATold,LONold,comment,comm2,avg annual AI,avg annual AI2,avg annual PET (mm / yr),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,596,Angiosperm,Polygonaceae,Eriogonum,cinereum,,,Polygonaceae,Eriogonum,cinereum,Eriogonum cinereum,eriogonum_cinereum,S,A,S,N,4,,0.83,-1.832454871,-0.470543812,-4.503262485,-4.032718673,14.22790612,E,W,CE,0.93,,,,,,,,,,,,,,,,,,,,,,vestured,,,,simple,,,,,,,,,,,,,,E,,,,,"Pepperdine University reserve, Malibu California, Coastal sage scrub",USA,34.2° N,118.4° W,,,100,,406,,,,WDS,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,100,182,34.200,-118.400,USA,USA_Ca_Malibu_1,"Pepperdine University reserve, Malibu California, Coastal sage scrub",100,18.2,406,65.5,72.0,24.7,13.1,14.1,14.6,16.4,18.2,20.8,24.0,24.1,22.9,20.2,16.2,13.7,91,82,63,35,6,1,0,4,8,9,52,55,65.1,66.4,66.1,63.5,64.4,65.6,65.7,66.9,66,64.9,65.2,65.6,65.9,69.3,69.4,75.7,67.7,70.3,81,81.8,76.4,73.4,66.5,66.2,5,3.4,2.9,1.9,1.1,0.5,0.2,0.3,0.6,1.2,2.5,5.1,100,336,224,406,382,367,,17.1,17.5,,,34.250,-118.417,,,scale WC,WC,0.273,0.303,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,597,Angiosperm,Asteraceae,Hazardia,squarrosa,,,Asteraceae,Hazardia,squarrosa,Hazardia squarrosa,hazardia_squarrosa,S,A,S,N,4,,0.8,-1.328240588,-0.591687008,-2.267458127,-1.675771119,40.45921038,E,W,CE,0.64,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,,simple,fibres,,,,,,,,,,,,,E,,,,,"Pepperdine University reserve, Malibu California, Coastal sage scrub",USA,34.2° N,118.4° W,,,100,,406,,,,WDS,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,100,182,34.200,-118.400,USA,USA_Ca_Malibu_1,"Pepperdine University reserve, Malibu California, Coastal sage scrub",100,18.2,406,65.5,72.0,24.7,13.1,14.1,14.6,16.4,18.2,20.8,24.0,24.1,22.9,20.2,16.2,13.7,91,82,63,35,6,1,0,4,8,9,52,55,65.1,66.4,66.1,63.5,64.4,65.6,65.7,66.9,66,64.9,65.2,65.6,65.9,69.3,69.4,75.7,67.7,70.3,81,81.8,76.4,73.4,66.5,66.2,5,3.4,2.9,1.9,1.1,0.5,0.2,0.3,0.6,1.2,2.5,5.1,100,336,224,406,382,367,,17.1,17.5,,,34.250,-118.417,,,scale WC,WC,0.273,0.303,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,598,Angiosperm,Asteraceae,Hymenoclea,salsola,,,Asteraceae,Hymenoclea,salsola,Hymenoclea salsola,hymenoclea_salsola,S,A,S,N,4,,0.75,-1.695891285,-0.263559613,-5.809344593,-5.545784979,9.23798015,E,W,CE,1.6,,,,,,,,,,,,,1.7,,,,,,,,,non-vestured,,,ring-porous,simple,fibres,,,,,,,,,,,,,D,,,,,"Red Rock Canyon State Park, California, Mojave Desert scrub",USA,35.2° N,117.6° W,,,850,,138,,,,DES,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,850,184,35.200,-117.600,USA,USA_Ca_Mojave,"Red Rock Canyon State Park, California, Mojave Desert scrub",850,17.2,138,51.3,75.8,74.9,7.1,9.5,11.5,15.2,20.0,25.2,29.0,28.0,24.2,18.3,11.4,7.1,26,23,16,8,3,1,4,9,7,5,18,18,62.1,59,54.2,47.6,44,42.1,42.7,46.4,47.7,50.4,57.4,62.5,63.7,69.7,71.1,77.4,77.5,83.6,84.9,85.3,83.8,79.5,68.4,64.9,14.8,10.6,9.2,5.9,2.8,1.1,0.4,0.5,1.5,4,9.1,15,850,915,854,138,84,102,,16.7,17.2,,,35.250,-117.583,,,scale WC,WC,0.066,0.090,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,599,Angiosperm,Capparaceae,Isomeris,arborea,,,Cleomaceae,Isomeris,arborea,Isomeris arborea,isomeris_arborea,S,A,S,N,4,,1,-2.184267815,-0.71402473,-4.575742607,-3.861717877,15.88977652,E,W,CE,0.34,,,,,,,,,,,,,5.1,,,,,,,,,vestured,,,diffuse-porous,simple,fibres,,clusters,,,,,,,,,,,E,,,,,"Red Rock Canyon State Park, California, Mojave Desert scrub",USA,35.2° N,117.6° W,,,850,,138,,,,DES,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,850,184,35.200,-117.600,USA,USA_Ca_Mojave,"Red Rock Canyon State Park, California, Mojave Desert scrub",850,17.2,138,51.3,75.8,74.9,7.1,9.5,11.5,15.2,20.0,25.2,29.0,28.0,24.2,18.3,11.4,7.1,26,23,16,8,3,1,4,9,7,5,18,18,62.1,59,54.2,47.6,44,42.1,42.7,46.4,47.7,50.4,57.4,62.5,63.7,69.7,71.1,77.4,77.5,83.6,84.9,85.3,83.8,79.5,68.4,64.9,14.8,10.6,9.2,5.9,2.8,1.1,0.4,0.5,1.5,4,9.1,15,850,915,854,138,84,102,,16.7,17.2,,,35.250,-117.583,,,scale WC,WC,0.066,0.090,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,600,Angiosperm,Zygophyllaceae,Larrea,tridentata,,,Zygophyllaceae,Larrea,tridentata,Larrea tridentata,larrea_tridentata,S,A,S,N,4,,2.3,-2.698485591,-0.765926943,-6.206463986,-5.440537044,10.83244984,E,W,CE,0.63,,,,,,,,,,,,,1.02,,,,,,,,,vestured,,,diffuse-porous,simple,fibres,yes,sol,,,,,,,,,,,E,,,,,"Red Rock Canyon State Park, California, Mojave Desert scrub",USA,35.2° N,117.6° W,,,850,,138,,,,DES,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,850,184,35.200,-117.600,USA,USA_Ca_Mojave,"Red Rock Canyon State Park, California, Mojave Desert scrub",850,17.2,138,51.3,75.8,74.9,7.1,9.5,11.5,15.2,20.0,25.2,29.0,28.0,24.2,18.3,11.4,7.1,26,23,16,8,3,1,4,9,7,5,18,18,62.1,59,54.2,47.6,44,42.1,42.7,46.4,47.7,50.4,57.4,62.5,63.7,69.7,71.1,77.4,77.5,83.6,84.9,85.3,83.8,79.5,68.4,64.9,14.8,10.6,9.2,5.9,2.8,1.1,0.4,0.5,1.5,4,9.1,15,850,915,854,138,84,102,,16.7,17.2,,,35.250,-117.583,,,scale WC,WC,0.066,0.090,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,601,Angiosperm,Asteraceae,Lepidospartum,squamatum,,,Asteraceae,Lepidospartum,squamatum,Lepidospartum squamatum,lepidospartum_squamatum,S,A,S,N,4,,1.3,-0.75857327,-0.329673554,-1.25,-0.920326446,77.32587119,E,W,CE,1.54,,,,,,,,,,,,,17,,,,,,,,,non-vestured,,,ring-porous,simple,fibres,,,,,,,,,,,,,E,,,,,"Red Rock Canyon State Park, California, Mojave Desert scrub",USA,35.2° N,117.6° W,,,850,,138,,,,DES,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,850,184,35.200,-117.600,USA,USA_Ca_Mojave,"Red Rock Canyon State Park, California, Mojave Desert scrub",850,17.2,138,51.3,75.8,74.9,7.1,9.5,11.5,15.2,20.0,25.2,29.0,28.0,24.2,18.3,11.4,7.1,26,23,16,8,3,1,4,9,7,5,18,18,62.1,59,54.2,47.6,44,42.1,42.7,46.4,47.7,50.4,57.4,62.5,63.7,69.7,71.1,77.4,77.5,83.6,84.9,85.3,83.8,79.5,68.4,64.9,14.8,10.6,9.2,5.9,2.8,1.1,0.4,0.5,1.5,4,9.1,15,850,915,854,138,84,102,,16.7,17.2,,,35.250,-117.583,,,scale WC,WC,0.066,0.090,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,602,Angiosperm,Fabaceae,Lotus,scoparius,,,Fabaceae,Lotus,scoparius,Lotus scoparius,lotus_scoparius,S,A,S,N,4,,0.92,-2.060542314,-0.615532592,-4.58164872,-3.966116128,15.07274739,E,W,CE,1.41,,,,,,,,,,,,,2.92,,,,,,,,,vestured,,,semi-ring-porous,simple,fibres,yes,clusters,,,,,,,,,,,D,,,,,"Pepperdine University reserve, Malibu California, Coastal sage scrub",USA,34.2° N,118.4° W,,,100,,406,,,,WDS,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,100,182,34.200,-118.400,USA,USA_Ca_Malibu_1,"Pepperdine University reserve, Malibu California, Coastal sage scrub",100,18.2,406,65.5,72.0,24.7,13.1,14.1,14.6,16.4,18.2,20.8,24.0,24.1,22.9,20.2,16.2,13.7,91,82,63,35,6,1,0,4,8,9,52,55,65.1,66.4,66.1,63.5,64.4,65.6,65.7,66.9,66,64.9,65.2,65.6,65.9,69.3,69.4,75.7,67.7,70.3,81,81.8,76.4,73.4,66.5,66.2,5,3.4,2.9,1.9,1.1,0.5,0.2,0.3,0.6,1.2,2.5,5.1,100,336,224,406,382,367,,17.1,17.5,,,34.250,-118.417,,,scale WC,WC,0.273,0.303,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,603,Angiosperm,Solanaceae,Lycium,andersonii,,,Solanaceae,Lycium,andersonii,Lycium andersonii,lycium_andersonii,S,A,S,N,4,,0.55,-0.988414076,-0.452377112,-1.65742066,-1.205043549,56.80063679,E,W,CE,0.6,,,,,,,4.053,,,,,,,0.472634,,,,272,,,,non-vestured,0.243193961,0.307166397,ring-porous,simple,fibres,yes,clusters,,,,,,,,,,,D,,,,,"Red Rock Canyon State Park, California, Mojave Desert scrub",USA,35.2° N,117.6° W,,,850,,138,,,,DES,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,850,184,35.200,-117.600,USA,USA_Ca_Mojave,"Red Rock Canyon State Park, California, Mojave Desert scrub",850,17.2,138,51.3,75.8,74.9,7.1,9.5,11.5,15.2,20.0,25.2,29.0,28.0,24.2,18.3,11.4,7.1,26,23,16,8,3,1,4,9,7,5,18,18,62.1,59,54.2,47.6,44,42.1,42.7,46.4,47.7,50.4,57.4,62.5,63.7,69.7,71.1,77.4,77.5,83.6,84.9,85.3,83.8,79.5,68.4,64.9,14.8,10.6,9.2,5.9,2.8,1.1,0.4,0.5,1.5,4,9.1,15,850,915,854,138,84,102,,16.7,17.2,,,35.250,-117.583,,,scale WC,WC,0.066,0.090,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,604,Angiosperm,Malvaceae,Malacothamnus,fasciculatus,,,Malvaceae,Malacothamnus,fasciculatus,Malacothamnus fasciculatus,malacothamnus_fasciculatus,S,A,S,N,4,,2.2,-0.889038022,-0.398737236,-1.510883769,-1.112146533,61.10840217,E,W,CE,0.77,,,,,,,,,,,,,6.2,,,,,,,,,non-vestured,,,,simple,fibres,,,,,,,,,,,,,D,,,,,"Pepperdine University reserve, Malibu California, Coastal sage scrub",USA,34.2° N,118.4° W,,,100,,406,,,,WDS,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,100,182,34.200,-118.400,USA,USA_Ca_Malibu_1,"Pepperdine University reserve, Malibu California, Coastal sage scrub",100,18.2,406,65.5,72.0,24.7,13.1,14.1,14.6,16.4,18.2,20.8,24.0,24.1,22.9,20.2,16.2,13.7,91,82,63,35,6,1,0,4,8,9,52,55,65.1,66.4,66.1,63.5,64.4,65.6,65.7,66.9,66,64.9,65.2,65.6,65.9,69.3,69.4,75.7,67.7,70.3,81,81.8,76.4,73.4,66.5,66.2,5,3.4,2.9,1.9,1.1,0.5,0.2,0.3,0.6,1.2,2.5,5.1,100,336,224,406,382,367,,17.1,17.5,,,34.250,-118.417,,,scale WC,WC,0.273,0.303,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,605,Angiosperm,Anacardiaceae,Malosma,laurina,,,Anacardiaceae,Rhus,laurina,Rhus laurina,rhus_laurina,S,A,S,N,3,,3.7,-0.441354234,-0.047351701,-1.931755377,-1.884403677,25.49649145,E,W,CE,5.55,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,,RM,,,,,,,,,,,E,,,,,"Cold Creek Canyon, Santa Monica Mountains, chaparral",USA,34.5° N,118.4° W,,,650,,433,,,,WDS,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,650,178,34.500,-118.400,USA,USA_Ca_ColdCreek,"Cold Creek Canyon, Santa Monica Mountains, chaparral",650,16.0,433,63.1,71.5,48.5,9.0,10.5,11.4,13.7,17.1,20.9,24.6,24.5,21.9,17.7,12.4,9.0,96,83,69,36,8,2,2,3,7,10,56,61,65.5,65.5,64,60.4,60.3,61,61.4,63,62.8,62.3,64.6,66.2,62.8,67.8,67.5,74.3,69.8,74.3,80.4,81,77.6,74.1,65,63.7,8.6,6.3,5.9,4.4,2.6,1.2,0.5,0.6,1.4,2.8,5.4,8.8,650,659,867,433,371,390,,16.0,15.2,,,34.417,-118.417,,,scale CRU,cru,0.291,0.319,1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,606,Angiosperm,Anacardiaceae,Malosma,laurina,,,Anacardiaceae,Rhus,laurina,Rhus laurina,rhus_laurina,S,A,S,N,4,,2.3,-0.49067673,-0.16488074,-1.009337751,-0.844457011,73.26557894,E,W,CE,4.8,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,,RM,,,,,,,,,,,E,,,,,"Pepperdine University reserve, Malibu California, Coastal sage scrub",USA,34.2° N,118.4° W,,,100,,406,,,,WDS,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,100,182,34.200,-118.400,USA,USA_Ca_Malibu_1,"Pepperdine University reserve, Malibu California, Coastal sage scrub",100,18.2,406,65.5,72.0,24.7,13.1,14.1,14.6,16.4,18.2,20.8,24.0,24.1,22.9,20.2,16.2,13.7,91,82,63,35,6,1,0,4,8,9,52,55,65.1,66.4,66.1,63.5,64.4,65.6,65.7,66.9,66,64.9,65.2,65.6,65.9,69.3,69.4,75.7,67.7,70.3,81,81.8,76.4,73.4,66.5,66.2,5,3.4,2.9,1.9,1.1,0.5,0.2,0.3,0.6,1.2,2.5,5.1,100,336,224,406,382,367,,17.1,17.5,,,34.250,-118.417,,,scale WC,WC,0.273,0.303,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,607,Angiosperm,Fagaceae,Quercus,berberidifolia,,,Fagaceae,Quercus,berberidifolia,Quercus berberidifolia,quercus_berberidifolia,S,A,S,N,3,,3.3,-1.193888952,-0.281398656,-3.10503539,-2.823636734,19.88335339,E,W,CE,1.59,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,,,fibres,yes,,,,,,,,,,,,E,,,,,"Cold Creek Canyon, Santa Monica Mountains, chaparral",USA,34.5° N,118.4° W,,,650,,433,,,,WDS,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,650,178,34.500,-118.400,USA,USA_Ca_ColdCreek,"Cold Creek Canyon, Santa Monica Mountains, chaparral",650,16.0,433,63.1,71.5,48.5,9.0,10.5,11.4,13.7,17.1,20.9,24.6,24.5,21.9,17.7,12.4,9.0,96,83,69,36,8,2,2,3,7,10,56,61,65.5,65.5,64,60.4,60.3,61,61.4,63,62.8,62.3,64.6,66.2,62.8,67.8,67.5,74.3,69.8,74.3,80.4,81,77.6,74.1,65,63.7,8.6,6.3,5.9,4.4,2.6,1.2,0.5,0.6,1.4,2.8,5.4,8.8,650,659,867,433,371,390,,16.0,15.2,,,34.417,-118.417,,,scale CRU,cru,0.291,0.319,1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,608,Angiosperm,Anacardiaceae,Rhus,ovata,,,Anacardiaceae,Rhus,ovata,Rhus ovata,rhus_ovata,S,A,S,N,4,,2.8,-0.401408469,-0.059760504,-1.414660745,-1.354900241,37.50299991,E,W,CE,1.64,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,,RM,,,,,,,,,,,E,,,,,"Cold Creek Canyon, Santa Monica Mountains, chaparral",USA,34.5° N,118.4° W,,,650,,433,,,,WDS,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,650,178,34.500,-118.400,USA,USA_Ca_ColdCreek,"Cold Creek Canyon, Santa Monica Mountains, chaparral",650,16.0,433,63.1,71.5,48.5,9.0,10.5,11.4,13.7,17.1,20.9,24.6,24.5,21.9,17.7,12.4,9.0,96,83,69,36,8,2,2,3,7,10,56,61,65.5,65.5,64,60.4,60.3,61,61.4,63,62.8,62.3,64.6,66.2,62.8,67.8,67.5,74.3,69.8,74.3,80.4,81,77.6,74.1,65,63.7,8.6,6.3,5.9,4.4,2.6,1.2,0.5,0.6,1.4,2.8,5.4,8.8,650,659,867,433,371,390,,16.0,15.2,,,34.417,-118.417,,,scale CRU,cru,0.291,0.319,1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,609,Angiosperm,Lamiaceae,Salvia,leucophylla,,,Lamiaceae,Salvia,leucophylla,Salvia leucophylla,salvia_leucophylla,S,A,S,N,4,,1.2,-1.658889393,-0.414806307,-4.148994414,-3.734188107,15.26040054,E,W,CE,2.07,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,semi-ring-porous,simple,fibres,yes,,,,,,,,,,,,D,,,,,"Pepperdine University reserve, Malibu California, Coastal sage scrub",USA,34.2° N,118.4° W,,,100,,406,,,,WDS,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,100,182,34.200,-118.400,USA,USA_Ca_Malibu_1,"Pepperdine University reserve, Malibu California, Coastal sage scrub",100,18.2,406,65.5,72.0,24.7,13.1,14.1,14.6,16.4,18.2,20.8,24.0,24.1,22.9,20.2,16.2,13.7,91,82,63,35,6,1,0,4,8,9,52,55,65.1,66.4,66.1,63.5,64.4,65.6,65.7,66.9,66,64.9,65.2,65.6,65.9,69.3,69.4,75.7,67.7,70.3,81,81.8,76.4,73.4,66.5,66.2,5,3.4,2.9,1.9,1.1,0.5,0.2,0.3,0.6,1.2,2.5,5.1,100,336,224,406,382,367,,17.1,17.5,,,34.250,-118.417,,,scale WC,WC,0.273,0.303,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,610,Angiosperm,Lamiaceae,Salvia,mellifera,,,Lamiaceae,Salvia,mellifera,Salvia mellifera,salvia_mellifera,S,A,S,N,4,,0.98,-2.245987966,-0.572769266,-5.544748804,-4.971979538,11.51947712,E,W,CE,1.5,,,,,,,,,,,,,3.6,,,,,,,,,non-vestured,,,semi-ring-porous,simple,fibres,yes,,,,,,,,,,,,D,,,,,"Pepperdine University reserve, Malibu California, Coastal sage scrub",USA,34.2° N,118.4° W,,,100,,406,,,,WDS,Jacobsen et al. 2007b,Jacobsen,fatigue corrected P50,100,182,34.200,-118.400,USA,USA_Ca_Malibu_1,"Pepperdine University reserve, Malibu California, Coastal sage scrub",100,18.2,406,65.5,72.0,24.7,13.1,14.1,14.6,16.4,18.2,20.8,24.0,24.1,22.9,20.2,16.2,13.7,91,82,63,35,6,1,0,4,8,9,52,55,65.1,66.4,66.1,63.5,64.4,65.6,65.7,66.9,66,64.9,65.2,65.6,65.9,69.3,69.4,75.7,67.7,70.3,81,81.8,76.4,73.4,66.5,66.2,5,3.4,2.9,1.9,1.1,0.5,0.2,0.3,0.6,1.2,2.5,5.1,100,336,224,406,382,367,,17.1,17.5,,,34.250,-118.417,,,scale WC,WC,0.273,0.303,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,611,Angiosperm,Rosaceae,Adenostoma,fasciculatum,,,Rosaceae,Adenostoma,fasciculatum,Adenostoma fasciculatum,adenostoma_fasciculatum,S,A,S,N,4,,,-8.33,,,,,O,P,CE,0.6,,,-7.8,,,,,29.2,26.94,30.73,,,1,,,,,,,,,non-vestured,,,diffuse-porous,simple,tracheids,no,sol,339.34,,12855,,0.069,0.7689,,,,,E,,,,,"Santa Monica Mountains of Southern California, Chaparral",USA,34° 5.85' N,118° 39.19' W,,,340,,380,,,,WDS,Jacobsen et al. 2007c,Jacobsen,,340,198,34.098,-118.653,USA,USA_Ca_SantaMonica_2,"Santa Monica Mountains of Southern California, Chaparral",340,16.4,380,68.2,71.3,26.7,12.1,12.8,13.0,14.5,16.4,19.0,21.6,22.1,21.0,18.5,14.7,12.1,87,71,56,34,6,2,2,3,6,8,53,53,65.9,67.9,68.2,66.2,68.1,69.9,70.3,70.8,69.4,67.4,67.1,66.6,67,69.7,69.8,75.7,66.1,67.4,79.7,80.5,74.8,72.3,66.3,66.6,4.9,3.5,3.2,2.3,1.5,0.7,0.3,0.3,0.8,1.5,2.7,5,340,351,385,380,388,516,,16.4,16.3,,,34.083,-118.583,,,scale CRU,cru,0.404,0.298,1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,612,Angiosperm,Rosaceae,Adenostoma,sparsifolium,,,Rosaceae,Adenostoma,sparsifolium,Adenostoma sparsifolium,adenostoma_sparsifolium,S,A,S,N,3,,,-4.63,,,,,O,P,CE,1.77,,,-4.5,,,,,47.8,27.61,34.02,,,1.04,,,,,,,,,non-vestured,,,diffuse-porous,simple,tracheids,no,sol,210.12,,6796,,0.032,0.6365,,,,,E,,,,,"Santa Monica Mountains of Southern California, Chaparral",USA,34° 5.85' N,118° 39.19' W,,,340,,380,,,,WDS,Jacobsen et al. 2007c,Jacobsen,,340,198,34.098,-118.653,USA,USA_Ca_SantaMonica_2,"Santa Monica Mountains of Southern California, Chaparral",340,16.4,380,68.2,71.3,26.7,12.1,12.8,13.0,14.5,16.4,19.0,21.6,22.1,21.0,18.5,14.7,12.1,87,71,56,34,6,2,2,3,6,8,53,53,65.9,67.9,68.2,66.2,68.1,69.9,70.3,70.8,69.4,67.4,67.1,66.6,67,69.7,69.8,75.7,66.1,67.4,79.7,80.5,74.8,72.3,66.3,66.6,4.9,3.5,3.2,2.3,1.5,0.7,0.3,0.3,0.8,1.5,2.7,5,340,351,385,380,388,516,,16.4,16.3,,,34.083,-118.583,,,scale CRU,cru,0.404,0.298,1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,613,Angiosperm,Ericaceae,Arctostaphylos,glandulosa,,,Ericaceae,Arctostaphylos,glandulosa,Arctostaphylos glandulosa,arctostaphylos_glandulosa,S,A,S,N,4,,,-4.41,,,,,O,P,DH,1.27,,,-5.2,,,,,43.3,28.73,36,,,1.65,,,,,,,,,non-vestured,,,semi-ring-porous,scalariform,fibres,yes,sol + RM,174.5,,7129,,0.028,0.655,,,,,E,,,,,"Santa Monica Mountains of Southern California, Chaparral",USA,34° 5.33' N,118° 39.29' W,,,510,,380,,,,WDS,Jacobsen et al. 2007c,Jacobsen,,510,202,34.089,-118.655,USA,USA_Ca_SantaMonica_6,"Santa Monica Mountains of Southern California, Chaparral",510,16.0,380,68.2,71.3,26.7,10.7,11.7,11.6,13.5,15.8,18.7,22.6,22.9,21.1,18.1,13.7,11.2,78,74,61,26,5,1,0,3,7,9,61,56,65.9,67.9,68.2,66.2,68.1,69.9,70.3,70.8,69.4,67.4,67.1,66.6,67,69.7,69.8,75.7,66.1,67.4,79.7,80.5,74.8,72.3,66.3,66.6,4.9,3.5,3.2,2.3,1.5,0.7,0.3,0.3,0.8,1.5,2.7,5,510,351,576,380,388,552,,16.4,15.6,,,34.083,-118.583,,,scale WC,WC,0.437,0.302,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
