rowID,NewID,Group,Family,Genus,Species,subsp/var/f/hybrid,subsp. Name,Cleaned family,Cleaned genus,Cleaned species,Cleaned binomial,Phylocom,Plant organ,Developmental stage,Growth form,Natural / Greenhouse,"Mega-, meso-, micro-, nanophanerophyte",Height max (m),Height actual (m),P50 (MPa),P12 (MPa),P88 (MPa),P88-P12,Slope,Curve,Equation,P50 method,Ks (kg m-1 MPa-1 s-1),KL (kg m-1 MPa-1 s-1),?p min predawn (MPa),?p min midday (MPa),Huber value,Sapwood capacitance  (kg m-3 MPa-1),Av. tracheid length (?m),Av. vessel length (cm),Max vessel length (cm),Av. conduit diameter (?m),dh mean hydraulic diameter (?m),Conduit density per mm2,Vulnerability index sensu Carlquist (vessel diamter / vessel frequency),Vessel grouping index,Ac (intervessel contact fraction),Interconduit pit size (?m),Outer pit aperture diameter (?m),Aperture/pit size,Pit membrane thickness (nm),Torus diameter (?m),Torus/aperture,Torus thickness (nm),Vestures,Fp (pit fraction),Ap (interconduit pit (membrane) area mm2),Porosity,Perforation plates,Ground tissue,Vasicentric tracheids,Vessel groupings,MOR,EI,MOE,t (interconduit cell wall thickness; ?m),(t/b)2,? (g/cm3),SLA (cm2 g-1),Total stomata density,Stomatal index,Gs (mol m-2 s-1),Phenology,Phenology2,Amax (micromol/m2/s),?13C,TLP (MPa),Location,Country,Latitude,Longitude,Provenance Latitude,Provenance Longitude,Altitude (m),Altitude provenance (m),"MAP (mean annual precipitation, mm)","MAT (mean annual temperature,  C°)",Evapotranspiration,De Martonne's aridity index (= P/T+10),Biome,Reference,Contributor name,Notes,ELEVsource (m),Site,LATnew,LONnew,Country,site name,Location,ELEVbest,MATbest,PPTbest,RHav,SUNav,FRSsum,MATjan,MATfeb,MATmar,MATapr,MATmay,MATjun,MATjul,MATaug,MATsep,MAToct,MATnov,MATdec,PPTjan,PPTfeb,PPTmar,PPTapr,PPTmay,PPTjun,PPTjul,PPTaug,PPTsep,PPToct,PPTnov,PPTdec,RHjan,RHfeb,RHmar,RHapr,RHmay,RHjun,RHjul,RHaug,RHsep,RHoct,RHnov,RHdec,SUNjan,SUNfeb,SUNmar,SUNapr,SUNmay,SUNjun,SUNjul,SUNaug,SUNsep,SUNoct,SUNnov,SUNdec,FRSjan,FRSfeb,FRSmar,FRSapr,FRSmay,FRSjun,FRSjul,FRSaug,FRSsep,FRSoct,FRSnov,FRSdec,ELEVsource (m),ELEVcru,ELEVwc,PPTsource (mm),PPTcru,PPTwc,MATsource (C°),MATcru,MATwc,MATcalc,redone,Ref_latCRU,Ref_lonCRU,LATold,LONold,comment,comm2,avg annual AI,avg annual AI2,avg annual PET (mm / yr),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1896,Pteridophyte,Dryopteridaceae,Tectaria,athyrioides,,,,,,,Tectaria_athyrioides,L,A,H,N,3,,,,,,,,,,Axial Air Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,"Selva Biological Station, Heredia Province",Costa Rica,10 25' N,84 00' W,,,,,4000,,,,TRR,"Watkins et al., 2010",Hugh Morris and Brendan Choat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1897,Pteridophyte,Dryopteridaceae,Tectaria,draconoptera,,,,,,,Tectaria_draconoptera,L,A,H,N,3,,,,,,,,,,Axial Air Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,"Selva Biological Station, Heredia Province",Costa Rica,10 25' N,84 00' W,,,,,4000,,,,TRR,"Watkins et al., 2010",Hugh Morris and Brendan Choat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1898,Pteridophyte,Dryopteridaceae,Tectaria,incisa,,,,,,,Tectaria_incisa,L,A,H,N,3,,,,,,,,,,Axial Air Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,"Selva Biological Station, Heredia Province",Costa Rica,10 25' N,84 00' W,,,,,4000,,,,TRR,"Watkins et al., 2010",Hugh Morris and Brendan Choat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1899,Pteridophyte,Thelypteridaceae,Thelyteris,curta,,,,,,,Thelyteris_curta,L,A,H,N,3,,,,,,,,,,Axial Air Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,"Selva Biological Station, Heredia Province",Costa Rica,10 25' N,84 00' W,,,,,4000,,,,TRR,"Watkins et al., 2010",Hugh Morris and Brendan Choat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,Angiosperm,Salicaceae,Populus ,tremula,,,,,,,Populus_tremula,S,Se,T,E,3,,,-0.68,-0.2,-1.8,-1.6,33.92857143,,,AD,,,-0.37,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,"Chalk River, ON",Canada,46 05N,77 52W,,,,,,,,,TMS,"Way et al., 2013",Hugh Morris and Brendan Choat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1901,Angiosperm,Salicaceae,Populus ,tremula,,,,,,,Populus_tremula,L,Se,T,E,3,,,-2.01,-1.63,-2.4,-0.77,97.43589744,,,AD,,,,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,"Chalk River, ON",Canada,46 05N,77 52W,,,,,,,,,TMS,"Way et al., 2013",Hugh Morris and Brendan Choat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1902,Angiosperm,Cornaceae,Cornus,florida,,,,,,,,S,A,T,N,2,17,5.2,-3.9,-1,-7.1,-6.1,11.875,S,PW,AD,1.15,0.000029,-1.27,-2.2,0.000416667,,,3.23,9.98,26.40,31.00,39,,,,,,,,,,,non-vestured,0.123,,diffuse-porous,scalariform,tracheids,no,sol,,,,,0.012,0.59,239,,,0.220,W,,8.32,,,"Duke FACE ambient, North Carolina",USA,35 58' N,79 08' W,,,150,,1220,15,,48.8,TMS,Domec et al. 2010,JC Domec,,150,245,36.017,-78.983,USA,USA_Nc_FACE,"Duke Face Forest, North Carolina",150,15.0,1220,69.6,59.0,92.8,3.8,5.4,9.9,14.9,19.4,23.4,25.5,24.9,21.4,15.4,10.5,5.5,102,101,110,86,114,105,119,119,95,90,88,91,66.7,63.4,62.7,60.7,70.6,73,75.7,77.6,76,72.1,68.4,68.6,53.6,56.7,62,63.8,60.1,62.4,59.6,58.5,59.3,62,56.7,52.9,23.6,19.5,12.2,3.5,0,0,0,0,0,2.9,10.9,20.2,150,134,145,1220,1103,1163,15.0,14.5,14.6,,,36.083,-78.917,,,scale WC,WC,0.915,0.957,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1903,Angiosperm,Cornaceae,Cornus,florida,,,,,,,,R,A,T,N,2,17,5.2,-1.02,-0.4,-3,-2.6,19.19191919,E,W,AD,0.2,0.000029,-1.27,-2.2,0.000416667,,,3.87,12.45,27.70,30.10,87,,,,,,,,,,,non-vestured,0.176,,diffuse-porous,scalariform,tracheids,no,sol,,,,,0.016,0.31,239,,,0.220,W,,8.32,,,"Duke FACE ambient, North Carolina",USA,35 58' N,79 08' W,,,150,,1220,15,,49.8,TMS,Domec et al. 2010,JC Domec,,150,245,36.017,-78.983,USA,USA_Nc_FACE,"Duke Face Forest, North Carolina",150,15.0,1220,69.6,59.0,92.8,3.8,5.4,9.9,14.9,19.4,23.4,25.5,24.9,21.4,15.4,10.5,5.5,102,101,110,86,114,105,119,119,95,90,88,91,66.7,63.4,62.7,60.7,70.6,73,75.7,77.6,76,72.1,68.4,68.6,53.6,56.7,62,63.8,60.1,62.4,59.6,58.5,59.3,62,56.7,52.9,23.6,19.5,12.2,3.5,0,0,0,0,0,2.9,10.9,20.2,150,134,145,1220,1103,1163,15.0,14.5,14.6,,,36.083,-78.917,,,scale WC,WC,0.915,0.957,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1904,Angiosperm,Ulmaceae,Ulmus,alata,,,,,,,,S,A,T,N,1,32,9,-0.4,-0.2,-2.5,-2.3,18.0952381,E,PW,AD,2.73,0.000226,-0.83,-1.89,0.000166667,,,4.23,23.5,35,39,56,,,,6.67,2.01,0.301349325,,,,,non-vestured,0.2912,0.32,ring-porous,,tracheids,no,sol,,,,,0.013,0.43,,,,0.052,W,,6.34,,,"Duke FACE ambient, North Carolina",USA,35 58' N,79 08' W,,,134,,1220,15,,48.8,TMS,Domec et al. 2010,JC Domec,,150,245,36.017,-78.983,USA,USA_Nc_DukeForest_3,"Duke Face Forest, North Carolina",150,15.0,1220,69.6,59.0,92.8,3.8,5.4,9.9,14.9,19.4,23.4,25.5,24.9,21.4,15.4,10.5,5.5,102,101,110,86,114,105,119,119,95,90,88,91,66.7,63.4,62.7,60.7,70.6,73,75.7,77.6,76,72.1,68.4,68.6,53.6,56.7,62,63.8,60.1,62.4,59.6,58.5,59.3,62,56.7,52.9,23.6,19.5,12.2,3.5,0,0,0,0,0,2.9,10.9,20.2,150,134,145,1220,1103,1163,15.0,14.5,14.6,,,36.083,-78.917,,,scale WC,WC,0.915,0.957,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1905,Angiosperm,Ulmaceae,Ulmus,alata,,,,,,,,R,A,T,N,1,32,9,-0.13,-0.05,-1,-0.95,43.67816092,E,PW,AD,4.66,0.000226,-0.83,-1.89,0.000166667,,,5.87,19.8,45,52,123,,,,,,,,,,,non-vestured,0.42,0.43,ring-porous,,tracheids,no,sol,,,,,0.018,0.23,,,,0.052,W,,7.34,,,"Duke FACE ambient, North Carolina",USA,35 58' N,79 08' W,,,134,,1220,15,,48.8,TMS,Domec et al. 2010,JC Domec,,150,245,36.017,-78.983,USA,USA_Nc_DukeForest_4,"Duke Face Forest, North Carolina",150,15.0,1220,69.6,59.0,92.8,3.8,5.4,9.9,14.9,19.4,23.4,25.5,24.9,21.4,15.4,10.5,5.5,102,101,110,86,114,105,119,119,95,90,88,91,66.7,63.4,62.7,60.7,70.6,73,75.7,77.6,76,72.1,68.4,68.6,53.6,56.7,62,63.8,60.1,62.4,59.6,58.5,59.3,62,56.7,52.9,23.6,19.5,12.2,3.5,0,0,0,0,0,2.9,10.9,20.2,150,134,145,1220,1103,1163,15.0,14.5,14.6,,,36.083,-78.917,,,scale WC,WC,0.915,0.957,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1906,Angiosperm,Salicaceae,Populus,tremuloides,,,,,,,,S,A,T,G,1,49,1.2,-0.68,-0.25,-2,-1.75,28.78787879,E,other,CE,0.79,0.0000623,-0.37,-0.83,0.009090909,,,,11.9,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,no,RM,,,,,,,,,,0.32,W,,10.500,,,"Durham, North Carolina",USA,35 52' N,79 59'W,,,130,,1490,15.6,,58.2,TMS,"Way, Domec, Jackson 2013",JC Domec,,130,246,35.867,-79.983,USA,USA_Nc_Durham,"Durham, North Carolina",130,15.6,1490,69.3,59.8,87.6,4.3,6.0,10.5,15.6,20.1,24.0,26.2,25.4,21.9,15.9,10.7,6.1,120,123,136,106,137,134,144,140,116,116,100,116,66.8,63.6,62.8,60.7,69.7,72.6,74.7,76,75.7,71.8,68.8,68.6,54.8,57.3,62.2,63.7,61,62.4,61.2,60,60.5,62.9,57,54.4,23.2,19,11.3,2.8,0,0,0,0,0,2.1,9.7,19.5,130,240,206,1490,1113,1127,15.6,14.5,15.2,,,35.917,-79.917,,,scale WC,WC,0.890,1.176,1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1907,Angiosperm,Celastraceae,Prionostemma aspera,,,,,,,,,S,A,L,N,1,,29,-1.14,-0.4,-8.5,-8.1,5.163043478,E,W,AD,0.71,0.0015,-0.48,-1.4,,154,,,103,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,,sol + RM,,,,,,0.58,,,,0.038,E,,,,-2.07,"Parque Natural Metropolitano, Panama City",Panama,09 10' N,79 51' E,,,50,,1800,27,,48.64864865,TRS,Johnson et al. 2013,JC Domec/Dan Johnson,,50,149,9.167,-79.850,Panama,PA_PanamaCity,"Parque Natural Metropolitano, Panama City",50,26.9,1800,83.7,49.8,0,26.4,26.6,27.2,27.7,27.4,26.9,26.9,26.7,26.7,26.9,26.9,26.3,52,26,25,68,187,168,190,197,166,238,305,177,80.3,73.5,75.9,79.1,86.3,86.7,86.7,88.8,87.6,89.1,87.5,82.5,56,65.2,61.9,57.8,47.5,45.6,45.4,41.8,43.3,41.4,44.2,47.3,0,0,0,0,0,0,0,0,0,0,0,0,50,38,94,1800,3047,2607,27.0,26.9,26.3,,,9.250,-79.917,,,scale CRU,cru,1.869,1.291,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1908,Angiosperm,Phytolaccaceae,Trichostigma,octandrum,,,,,,,,S,A,L,N,1,,32,-2.9,-0.8,-6.5,-5.7,10.55555556,S,W,AD,1.58,0.0031,-0.45,-1.45,,157,,,64,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,tracheids,no,sol,,,,,,0.49,,,,0.152,E,,,,-1.49,"Parque Natural Metropolitano, Panama City",Panama,09 10' N,79 51' E,,,50,,1800,27,,48.64864865,TRS,Johnson et al. 2013,JC Domec/Dan Johnson,,50,149,9.167,-79.850,Panama,PA_PanamaCity,"Parque Natural Metropolitano, Panama City",50,26.9,1800,83.7,49.8,0,26.4,26.6,27.2,27.7,27.4,26.9,26.9,26.7,26.7,26.9,26.9,26.3,52,26,25,68,187,168,190,197,166,238,305,177,80.3,73.5,75.9,79.1,86.3,86.7,86.7,88.8,87.6,89.1,87.5,82.5,56,65.2,61.9,57.8,47.5,45.6,45.4,41.8,43.3,41.4,44.2,47.3,0,0,0,0,0,0,0,0,0,0,0,0,50,38,94,1800,3047,2607,27.0,26.9,26.3,,,9.250,-79.917,,,scale CRU,cru,1.869,1.291,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1909,Angiosperm,Phytolaccaceae,Trichostigma,octandrum,,,,,,,,R,A,L,N,1,,32,-1.31,-0.42,-2.85,-2.43,24.67532468,S,W,AD,6.92,,-0.45,-0.48,,500,,,25.1,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,tracheids,no,sol,,,,,,0.465,,,,0.152,E,,,,-1.49,"Parque Natural Metropolitano, Panama City",Panama,09 10' N,79 51' E,,,50,,1800,27,,48.64864865,TRS,Johnson et al. 2013,JC Domec/Dan Johnson,,50,149,9.167,-79.850,Panama,PA_PanamaCity,"Parque Natural Metropolitano, Panama City",50,26.9,1800,83.7,49.8,0,26.4,26.6,27.2,27.7,27.4,26.9,26.9,26.7,26.7,26.9,26.9,26.3,52,26,25,68,187,168,190,197,166,238,305,177,80.3,73.5,75.9,79.1,86.3,86.7,86.7,88.8,87.6,89.1,87.5,82.5,56,65.2,61.9,57.8,47.5,45.6,45.4,41.8,43.3,41.4,44.2,47.3,0,0,0,0,0,0,0,0,0,0,0,0,50,38,94,1800,3047,2607,27.0,26.9,26.3,,,9.250,-79.917,,,scale CRU,cru,1.869,1.291,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,Angiosperm,Anacardiaceae,Anacardium excelsum,excelsum,,,,,,,,S,A,T,N,1,42,33,-1.45,-1,-2.8,-1.8,28.14814815,S,W,AD,1.1,0.0051,-0.4,-0.8,,346,,,48,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,,sol + RM,,,,,,0.43,,,,0.064,E,,,,-1.13,"Parque Natural Metropolitano, Panama City",Panama,09 10' N,79 51' E,,,50,,1800,27,,48.64864865,TRS,Johnson et al. 2013,JC Domec/Dan Johnson,,50,149,9.167,-79.850,Panama,PA_PanamaCity,"Parque Natural Metropolitano, Panama City",50,26.9,1800,83.7,49.8,0,26.4,26.6,27.2,27.7,27.4,26.9,26.9,26.7,26.7,26.9,26.9,26.3,52,26,25,68,187,168,190,197,166,238,305,177,80.3,73.5,75.9,79.1,86.3,86.7,86.7,88.8,87.6,89.1,87.5,82.5,56,65.2,61.9,57.8,47.5,45.6,45.4,41.8,43.3,41.4,44.2,47.3,0,0,0,0,0,0,0,0,0,0,0,0,50,38,94,1800,3047,2607,27.0,26.9,26.3,,,9.250,-79.917,,,scale CRU,cru,1.869,1.291,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1911,Gymnosperm,Pinaceae,Pseudotsuga,menziesii,var.,menziesii,,,,,,T,A,T,N,1,110,,-2.4,-1,-4.6,-3.6,17.27272727,S,,AE,,,,,,308,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,0.45,,,,,E,,,,,Western Oregon,USA,44N,123W,,,242,,1350,,,,TMS,Barnard et al 2011,mcculloh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1912,Gymnosperm,Pinaceae,Pseudotsuga,menziesii,var.,glauca,,,,,,T,A,T,N,1,,,-2,-0.5,-3.8,-3.3,21.11111111,S,,AE,,,,,,572,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,0.39,,,,,E,,,,,Eastern Oregon,USA,43 58'N,121 22'W,,,1185,,290,,,,WDS,Barnard et al 2011,mcculloh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1913,Gymnosperm,Pinaceae,Pinus,ponderosa,var.,willamettensis,,,,,,,,,,,80,,-3.3,-2,-5.1,-3.1,21.11111111,S,,AE,,,,,,240,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,0.49,,,,,E,,,,,Western Oregon,USA,44 37'N,122 83'W,,,285,,1400,,,,TMS,Barnard et al 2011,mcculloh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1914,Gymnosperm,Pinaceae,Pinus,ponderosa,var.,ponderosa,,,,,,,,,,,50,,-2,-0.4,-2.8,-2.4,47.5,S,,AE,,,,,,586,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,0.47,,,,,E,,,,,Eastern Oregon,USA,43 6'N,121W,,,1540,,280,,,,WDS,Barnard et al 2011,mcculloh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1915,Angiosperm,Magnoliaceae,Liriodendron,tulipifera,,,,,,,,S,A,T,C,1,30,,-3,-2.1,,,,S,,AD,,,-0.14,-0.67,,,,,,,,,,,,,,,,,,,,,,diffuse-porous,,,,,,,,,,,,,,,W,,,,-1.13,"State College, PA",USA,40.79N,77.86W,,,,,,,,,TMS,Johnson et al 2011,mcculloh,midday psi is stem value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1916,Angiosperm,Aceraceae,Acer,rubrum,,,,,,,,S,A,T,C,1,25,,-3.9,-2.5,-6,-3.5,18.0952381,S,,AD,,,-0.1,-0.76,,,,,,,,,,,,,,,,,,,,,,diffuse-porous,,,,,,,,,,,,,,,W,,,,-1.59,"State College, PA",USA,40.79N,77.86W,,,,,,,,,TMS,Johnson et al 2011,mcculloh,midday psi is stem value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1917,Angiosperm,Anacardiaceae,Anacardium,excelsum,,,,,,,,R,A,T,N,1,,30,-0.76,-0.1,-2.1,-2,28.35820896,E,,AD,3.12,,,,,401,,69.1,,,,,,,,,,,,,,,,,,diffuse-porous,,,,,,,,,,0.43,,,,,E,,,,,"Parque Natural Metropolitano, Panama City",Panama,8 59'N,79 32'W,,,,,1800,,,,TRS,Johnson et al 2013,mcculloh,midday psi is stem value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1918,Angiosperm,Phytolaccaceae,Trichostigma,octandrum,,,,,,,,R,A,L,N,1,,30,-1.31,-0.4,-2.4,-2,34.86238532,E,,AD,6.92,,,,,500,,25.1,,,,,,,,,,,,,,,,,,diffuse-porous,,,,,,,,,,0.47,,,,,E,,,,,"Parque Natural Metropolitano, Panama City",Panama,8 59'N,79 32'W,,,,,1800,,,,TRS,Johnson et al 2013,mcculloh,midday psi is stem value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1919,Angiosperm,Phytolaccaceae,Trichostigma,octandrum,,,,,,,,S,A,L,N,1,,30,-2.9,-0.9,,,,,,AD,1.58,0.0031,-0.48,-0.92,,157,,64,,,,,,,,,,,,,,,,,,diffuse-porous,,,,,,,,,,0.49,,,,,E,,,,-1.49,"Parque Natural Metropolitano, Panama City",Panama,8 59'N,79 32'W,,,,,1800,,,,TRS,Johnson et al 2013,mcculloh,midday psi is stem value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,Angiosperm,Celastraceae,Prionostemma,aspera,,,,,,,,S,A,L,N,1,,30,-1.14,-0.25,-6,-5.75,7.818930041,E,,AD,0.71,0.0015,-0.42,-1.09,,154,,103,,,,,,,,,,,,,,,,,,diffuse-porous,,,,,,,,,,0.58,,,,,E,,,,-2.07,"Parque Natural Metropolitano, Panama City",Panama,8 59'N,79 32'W,,,,,1800,,,,TRS,Johnson et al 2013,mcculloh,midday psi is stem value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1921,Angiosperm,Anacardiaceae,Anacardium,excelsum,,,,,,,,S,A,T,N,1,,30,-1.45,-0.8,-2.2,-1.4,50.66666667,S,,AD,1.1,0.0051,-0.35,-0.59,,346,,48.7,,,,,,,,,,,,,,,,,,diffuse-porous,,,,,,,,,,0.43,,,,,E,,,,-1.13,"Parque Natural Metropolitano, Panama City",Panama,8 59'N,79 32'W,,,,,1800,,,,TRS,Johnson et al 2013,mcculloh,midday psi is stem value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
